neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Queens,Astoria,40.77355,-73.92552,Entire home/apt,100,7,4,2019-05-29,0.17,1,0
Manhattan,Hell's Kitchen,40.76423,-73.98891,Private room,145,2,12,2019-06-06,1.59,1,37
Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,2019-06-27,2.27,2,287
Manhattan,Lower East Side,40.72264,-73.9912,Entire home/apt,150,30,2,2019-06-01,0.77,9,302
Manhattan,Morningside Heights,40.80904,-73.95807,Entire home/apt,180,3,1,2016-07-01,0.03,1,0
Brooklyn,East Flatbush,40.66165,-73.92536,Private room,95,2,7,2018-10-13,0.13,3,365
Manhattan,West Village,40.73455,-74.00614,Entire home/apt,115,4,16,2017-03-17,0.27,1,0
Manhattan,Gramercy,40.73765,-73.98366,Shared room,65,1,49,2019-06-19,0.93,1,353
Manhattan,Upper East Side,40.77106,-73.95013,Private room,59,2,4,2018-05-25,0.28,2,0
Brooklyn,Williamsburg,40.70912,-73.94513,Entire home/apt,135,2,22,2019-07-07,0.66,1,5
Manhattan,Lower East Side,40.71986,-73.9869,Entire home/apt,225,4,13,2019-04-29,0.15,1,195
Manhattan,Morningside Heights,40.80711,-73.95826,Entire home/apt,114,1,1,2017-08-20,0.04,1,0
Manhattan,Midtown,40.75186,-73.98557,Entire home/apt,450,3,12,2016-04-10,0.23,1,0
Manhattan,Hell's Kitchen,40.76223,-73.99458,Entire home/apt,163,6,25,2019-06-08,1.16,1,266
Manhattan,East Harlem,40.78909,-73.94153,Entire home/apt,350,2,4,2019-05-19,0.63,1,81
Brooklyn,Carroll Gardens,40.68035,-73.99611,Private room,69,5,4,2019-04-24,0.45,1,0
Manhattan,East Harlem,40.78565,-73.9436,Private room,100,2,10,2019-01-01,0.42,1,66
Brooklyn,Bedford-Stuyvesant,40.6918,-73.95151,Entire home/apt,200,4,2,2017-11-15,0.09,1,0
Queens,Flushing,40.73851,-73.80106,Entire home/apt,72,1,256,2019-06-24,7.1,1,124
Brooklyn,Sheepshead Bay,40.58745,-73.95709,Entire home/apt,130,2,41,2019-07-06,1.77,1,142
Brooklyn,Bushwick,40.70113,-73.91385,Private room,50,1,9,2017-07-03,0.34,1,0
Manhattan,Hell's Kitchen,40.76272,-73.98898,Entire home/apt,130,1,12,2019-03-17,0.87,1,0
Brooklyn,Bedford-Stuyvesant,40.69363,-73.9607,Private room,90,30,47,2019-05-12,0.92,6,323
Queens,Ditmars Steinway,40.77645,-73.90566,Private room,40,3,95,2019-05-20,1.75,1,336
Queens,Astoria,40.7666,-73.92079,Entire home/apt,155,6,4,2017-01-01,0.11,1,173
Brooklyn,Williamsburg,40.70803,-73.94868,Private room,45,3,2,2015-10-11,0.04,1,0
Manhattan,Hell's Kitchen,40.76459,-73.9888,Shared room,59,1,10,2019-06-23,2.91,3,358
Brooklyn,Bedford-Stuyvesant,40.68762,-73.95332,Private room,120,2,2,2019-06-25,1.58,2,88
Bronx,Norwood,40.87605,-73.88047,Private room,70,6,40,2019-03-01,0.73,1,313
Brooklyn,Williamsburg,40.71058,-73.95191,Private room,80,1,2,2015-09-26,0.04,1,0
Brooklyn,Williamsburg,40.71541,-73.93748,Entire home/apt,110,3,4,2018-05-30,0.1,1,0
Brooklyn,Gowanus,40.66892,-73.99136,Entire home/apt,165,3,178,2019-06-23,3.7,1,134
Manhattan,Theater District,40.76054,-73.98508,Entire home/apt,200,30,11,2018-09-16,0.18,1,363
Manhattan,Harlem,40.83039,-73.94721,Entire home/apt,150,1,5,2019-05-27,0.67,1,319
Brooklyn,Bushwick,40.69298,-73.90685,Private room,58,5,1,2018-08-18,0.09,1,17
Manhattan,Financial District,40.70857,-74.01005,Entire home/apt,140,2,76,2019-07-01,3.02,1,0
Queens,Fresh Meadows,40.73862,-73.79184,Private room,55,1,113,2019-06-30,4.44,3,137
Brooklyn,Prospect-Lefferts Gardens,40.65516,-73.95882,Entire home/apt,105,14,43,2019-01-02,0.83,1,319
Manhattan,Harlem,40.82225,-73.94549,Private room,55,1,3,2016-07-13,0.08,1,0
Brooklyn,Boerum Hill,40.68475,-73.9871,Entire home/apt,175,14,3,2019-06-30,2.25,1,0
Manhattan,East Harlem,40.79831,-73.93961,Private room,70,1,1,2015-07-20,0.02,1,0
Queens,Long Island City,40.76483,-73.94073,Private room,120,1,63,2019-06-19,2.81,6,356
Brooklyn,Cobble Hill,40.68844,-73.99142,Private room,70,2,38,2019-05-26,1.33,3,0
Brooklyn,Williamsburg,40.70816,-73.94244,Private room,103,1,7,2016-05-31,0.13,1,0
Manhattan,Financial District,40.70471,-74.00817,Private room,150,3,2,2015-07-28,0.04,1,0
Queens,East Elmhurst,40.76587,-73.87968,Private room,40,2,8,2019-05-24,1.88,1,10
Manhattan,Hell's Kitchen,40.7666,-73.99256,Entire home/apt,98,7,6,2018-11-26,0.14,1,0
Manhattan,Lower East Side,40.71983,-73.98196,Entire home/apt,160,3,90,2019-06-22,3.17,1,147
Brooklyn,Greenpoint,40.73432,-73.95145,Entire home/apt,117,2,17,2016-11-19,0.47,1,0
Manhattan,Financial District,40.70423,-74.01235,Entire home/apt,270,2,113,2019-06-02,3.21,1,11
Manhattan,Chelsea,40.74121,-74.00122,Entire home/apt,145,6,2,2017-06-26,0.04,1,0
Manhattan,Hell's Kitchen,40.76059,-73.98865,Shared room,105,1,1,2017-06-05,0.04,1,0
Queens,Briarwood,40.71068,-73.81577,Private room,75,1,16,2017-01-01,0.18,2,189
Brooklyn,Fort Greene,40.69353,-73.97431,Entire home/apt,350,3,27,2019-06-30,1.0,1,303
Manhattan,Theater District,40.76205,-73.9845,Private room,49,1,8,2017-08-21,0.18,1,0
Brooklyn,Williamsburg,40.71038,-73.96094,Private room,70,2,7,2019-06-28,3.62,2,55
Brooklyn,Bushwick,40.7052,-73.92101,Private room,65,3,3,2019-02-17,0.28,2,0
Manhattan,Upper East Side,40.76751,-73.96309,Entire home/apt,300,4,57,2016-11-28,1.08,1,0
Manhattan,Upper East Side,40.77043,-73.95557,Entire home/apt,150,3,2,2019-06-09,0.08,1,0
Manhattan,Hell's Kitchen,40.76387,-73.99039,Entire home/apt,151,7,12,2015-10-26,0.24,1,0
Queens,Ditmars Steinway,40.78569,-73.91522,Private room,42,3,11,2019-07-02,1.14,1,244
Queens,Fresh Meadows,40.7312,-73.78579,Entire home/apt,375,2,30,2019-07-01,0.66,1,351
Manhattan,Greenwich Village,40.72853,-73.99914,Entire home/apt,200,2,146,2019-06-20,3.13,1,264
Brooklyn,Sheepshead Bay,40.58851,-73.9558,Private room,45,4,52,2019-06-12,1.09,1,341
Queens,Flushing,40.73888,-73.8206,Private room,45,1,33,2019-07-01,4.48,5,80
Brooklyn,Park Slope,40.67821,-73.9787,Entire home/apt,100,1,3,2019-03-16,0.61,1,0
Queens,Jamaica,40.68842,-73.77677,Private room,50,2,1,2019-03-19,0.27,1,311
Brooklyn,Williamsburg,40.7173,-73.96199,Entire home/apt,350,7,3,2017-10-28,0.14,1,0
Brooklyn,Bedford-Stuyvesant,40.69433,-73.9432,Private room,60,1,22,2019-07-07,4.49,4,282
Brooklyn,Williamsburg,40.71808,-73.95511,Entire home/apt,150,1,12,2016-08-28,0.33,1,0
Manhattan,East Harlem,40.79006,-73.94969,Private room,120,2,27,2019-06-18,3.29,2,188
Manhattan,Upper West Side,40.77936,-73.97874,Entire home/apt,167,30,1,2017-07-19,0.04,87,342
Brooklyn,Bushwick,40.69504,-73.92709,Entire home/apt,100,4,123,2019-06-08,2.48,1,184
Brooklyn,Crown Heights,40.6776,-73.95447,Entire home/apt,350,3,8,2019-06-24,2.0,1,283
Manhattan,East Village,40.72353,-73.97646,Entire home/apt,150,2,5,2019-06-28,1.33,1,4
Manhattan,West Village,40.73642,-73.9992,Entire home/apt,345,3,61,2019-07-01,3.17,1,150
Brooklyn,Williamsburg,40.71768,-73.94027,Private room,40,1,9,2019-06-01,2.84,2,22
Queens,Astoria,40.75805,-73.90927,Private room,25,7,2,2019-03-21,0.29,1,66
Manhattan,Lower East Side,40.71746,-73.98782,Private room,89,5,4,2018-03-24,0.06,1,0
Brooklyn,Williamsburg,40.71278,-73.949,Entire home/apt,80,2,6,2017-10-15,0.15,1,0
Manhattan,Kips Bay,40.744,-73.98054,Entire home/apt,152,270,5,2016-01-06,0.1,1,0
Manhattan,Theater District,40.75974,-73.98623,Private room,110,1,41,2019-01-14,1.87,1,3
Brooklyn,Crown Heights,40.6714,-73.95547,Private room,75,2,75,2019-06-25,2.56,1,275
Brooklyn,Borough Park,40.62801,-74.00328,Private room,65,1,7,2019-05-21,1.0,1,351
Manhattan,Hell's Kitchen,40.76538,-73.98779,Shared room,90,1,11,2019-07-04,1.11,6,169
Manhattan,Midtown,40.75722,-73.98162,Shared room,85,1,5,2018-10-18,0.36,2,83
Manhattan,Upper East Side,40.77459,-73.9476,Private room,115,2,18,2016-02-15,0.38,1,0
Manhattan,East Village,40.72866,-73.98048,Entire home/apt,105,30,96,2019-06-16,1.17,1,295
Brooklyn,Williamsburg,40.71517,-73.94292,Private room,55,150,10,2018-05-19,0.14,1,97
Queens,Forest Hills,40.72223,-73.84647,Private room,37,1,1,2019-01-01,0.16,1,249
Brooklyn,Prospect Heights,40.6733,-73.9647,Private room,40,1,1,2015-12-23,0.02,2,0
Manhattan,Washington Heights,40.83588,-73.93978,Private room,65,2,7,2019-07-01,3.75,1,180
Manhattan,Upper West Side,40.79183,-73.97172,Entire home/apt,199,3,24,2016-10-09,0.3,1,0
Manhattan,East Village,40.73263,-73.98728,Entire home/apt,145,4,17,2019-06-17,0.29,1,0
Brooklyn,Williamsburg,40.71801,-73.95244,Private room,43,1,2,2019-06-01,1.09,1,249
Manhattan,Upper West Side,40.80031,-73.95847,Entire home/apt,380,2,6,2016-12-11,0.16,1,0
Brooklyn,Bedford-Stuyvesant,40.69857,-73.9439,Private room,38,1,2,2018-02-25,0.11,1,0
Brooklyn,Prospect Heights,40.67369,-73.96589,Private room,102,2,121,2019-06-17,1.6,1,361
Brooklyn,Bedford-Stuyvesant,40.69218,-73.94678,Private room,49,3,2,2016-08-02,0.06,1,0
Manhattan,West Village,40.73214,-74.00188,Entire home/apt,130,4,22,2019-05-26,0.28,1,77
Brooklyn,Park Slope,40.68233,-73.97778,Entire home/apt,180,3,2,2017-04-18,0.07,1,0
Brooklyn,Crown Heights,40.67065,-73.93544,Private room,40,8,1,2015-08-09,0.02,1,0
Manhattan,SoHo,40.72736,-74.00192,Entire home/apt,495,30,159,2019-06-12,2.83,1,129
Brooklyn,Fort Greene,40.69476,-73.97224,Entire home/apt,108,3,5,2019-06-26,0.36,3,99
Manhattan,Chelsea,40.74234,-74.00032,Entire home/apt,1731,10,84,2019-03-31,2.8,2,97
Manhattan,East Harlem,40.79591,-73.93316,Entire home/apt,99,1,50,2019-07-06,0.87,1,333
Manhattan,East Village,40.72373,-73.99118,Private room,175,30,20,2018-08-21,0.31,1,83
Brooklyn,Prospect-Lefferts Gardens,40.65678,-73.95154,Private room,99,2,5,2019-03-24,0.16,1,364
Manhattan,Hell's Kitchen,40.75912,-73.98985,Private room,106,1,63,2019-05-12,1.84,2,19
Manhattan,Hell's Kitchen,40.76269,-73.9907,Private room,124,5,196,2017-12-06,3.02,2,149
Brooklyn,Cobble Hill,40.68982,-73.99675,Entire home/apt,250,1,185,2019-07-05,3.32,1,209
Manhattan,East Harlem,40.78748,-73.95102,Entire home/apt,80,2,2,2018-10-09,0.05,1,0
Brooklyn,Bushwick,40.70732,-73.91926,Private room,65,1,32,2015-11-10,0.55,1,188
Manhattan,East Village,40.72274,-73.98143,Entire home/apt,138,11,5,2017-01-03,0.09,1,0
Manhattan,Upper West Side,40.77471,-73.98261,Private room,120,20,107,2018-06-05,1.29,1,144
Brooklyn,Bedford-Stuyvesant,40.68168,-73.93574,Private room,65,1,9,2019-06-23,0.24,1,343
Staten Island,Stapleton,40.63464,-74.07842,Private room,55,1,13,2019-03-20,0.48,3,362
Manhattan,East Village,40.72711,-73.97727,Entire home/apt,300,5,1,2018-03-18,0.06,1,0
Brooklyn,Greenpoint,40.73578,-73.95369,Entire home/apt,200,4,3,2019-03-25,0.43,1,321
Brooklyn,Flatbush,40.63836,-73.95698,Private room,85,1,6,2017-01-01,0.16,1,0
Manhattan,Hell's Kitchen,40.75993,-73.99089,Private room,110,1,21,2019-06-23,3.18,12,256
Brooklyn,Borough Park,40.63574,-74.00329,Shared room,33,1,73,2019-07-01,1.53,2,365
Manhattan,Harlem,40.82816,-73.94957,Private room,69,2,47,2019-05-16,3.78,2,0
Brooklyn,Bay Ridge,40.63971,-74.03089,Private room,58,1,1,2017-12-25,0.05,1,0
Brooklyn,Williamsburg,40.70778,-73.94884,Entire home/apt,170,2,94,2019-07-04,2.99,1,78
Queens,Flushing,40.74514,-73.83137,Private room,60,1,66,2019-06-16,3.07,8,67
Manhattan,Upper West Side,40.79254,-73.97531,Private room,250,1,6,2015-05-19,0.1,1,365
Brooklyn,Brighton Beach,40.57536,-73.96523,Private room,40,31,1,2019-03-02,0.23,1,342
Brooklyn,Windsor Terrace,40.65251,-73.97598,Entire home/apt,145,3,3,2018-08-02,0.26,1,69
Brooklyn,Flatbush,40.63867,-73.96571,Entire home/apt,95,6,1,2018-10-28,0.12,1,0
Brooklyn,Sunset Park,40.66134,-73.99619,Entire home/apt,128,5,6,2019-07-01,0.25,1,0
Manhattan,Harlem,40.82645,-73.95235,Private room,86,3,1,2019-04-29,0.42,2,310
Manhattan,Gramercy,40.73462,-73.98227,Entire home/apt,140,4,1,2015-12-21,0.02,1,0
Manhattan,Midtown,40.7482,-73.98599,Entire home/apt,180,1,3,2019-06-19,3.0,1,259
Brooklyn,Crown Heights,40.67401,-73.92371,Entire home/apt,225,1,8,2019-06-08,2.61,1,178
Manhattan,Upper East Side,40.78394,-73.95137,Private room,110,2,49,2019-06-30,4.06,3,358
Brooklyn,Greenpoint,40.73145,-73.95135,Entire home/apt,100,3,14,2019-04-29,0.6,1,0
Manhattan,Morningside Heights,40.80608,-73.96397,Entire home/apt,189,10,2,2017-12-30,0.1,1,0
Queens,Forest Hills,40.7232,-73.84426,Private room,50,1,9,2019-04-21,0.42,2,0
Queens,Long Island City,40.74229,-73.95427,Private room,70,1,5,2015-10-11,0.1,1,0
Manhattan,Harlem,40.80026,-73.95197,Shared room,45,3,229,2019-06-22,3.36,2,312
Queens,Ridgewood,40.70515,-73.9136,Private room,75,1,11,2019-07-01,4.52,3,88
Manhattan,Inwood,40.85901,-73.92874,Entire home/apt,79,4,4,2016-01-20,0.09,1,0
Brooklyn,Clinton Hill,40.68554,-73.96651,Entire home/apt,120,3,3,2019-04-27,0.47,1,0
Manhattan,Gramercy,40.73493,-73.98655,Entire home/apt,130,3,26,2019-06-28,0.32,2,19
Manhattan,Kips Bay,40.74068,-73.98227,Entire home/apt,150,1,5,2019-06-05,0.46,1,23
Brooklyn,Williamsburg,40.71688,-73.94584,Entire home/apt,250,2,88,2019-05-28,1.31,1,223
Brooklyn,Fort Hamilton,40.62288,-74.03082,Private room,90,3,12,2019-06-19,1.3,1,63
Manhattan,Upper East Side,40.77883,-73.95498,Entire home/apt,185,30,1,2014-09-15,0.02,2,365
Brooklyn,Bushwick,40.7023,-73.91911,Private room,59,1,8,2019-06-25,2.73,1,56
Brooklyn,Bushwick,40.68691,-73.91317,Private room,89,3,116,2019-06-24,2.24,5,83
Queens,Sunnyside,40.7409,-73.92696,Private room,65,2,22,2019-06-11,1.63,1,131
Brooklyn,Greenpoint,40.72215,-73.94317,Private room,75,5,2,2019-06-28,1.2,1,0
Manhattan,East Village,40.72843,-73.97872,Entire home/apt,195,2,3,2015-10-12,0.06,1,0
Brooklyn,Williamsburg,40.70806,-73.94224,Private room,60,3,1,2017-10-12,0.05,1,0
Brooklyn,Gowanus,40.67779,-73.98342,Private room,60,2,37,2019-06-20,3.27,1,54
Manhattan,East Village,40.72428,-73.98748,Entire home/apt,110,1,1,2016-05-23,0.03,1,0
Brooklyn,Crown Heights,40.67046,-73.91785,Private room,47,1,37,2019-06-30,2.82,2,89
Brooklyn,Bedford-Stuyvesant,40.67917,-73.94624,Entire home/apt,150,2,3,2019-07-04,3.0,1,251
Manhattan,Hell's Kitchen,40.75753,-73.99701,Private room,199,1,25,2019-06-23,3.21,30,324
Manhattan,Hell's Kitchen,40.76452,-73.99439,Entire home/apt,200,4,107,2019-06-26,2.73,1,203
Brooklyn,Williamsburg,40.71681,-73.94556,Private room,80,1,6,2018-07-22,0.24,1,0
Brooklyn,Prospect-Lefferts Gardens,40.6593,-73.95686,Private room,75,3,46,2019-06-06,0.82,3,311
Manhattan,Upper East Side,40.77221,-73.94819,Entire home/apt,300,2,19,2019-05-21,0.6,3,179
Manhattan,East Village,40.72852,-73.98064,Entire home/apt,275,5,1,2016-04-19,0.03,1,0
Brooklyn,Williamsburg,40.71216,-73.94246,Private room,70,3,12,2019-07-07,6.67,3,142
Queens,Elmhurst,40.73101,-73.87139,Private room,51,1,12,2019-06-27,3.96,4,180
Queens,Rego Park,40.72733,-73.86047,Entire home/apt,75,1,2,2019-06-23,2.0,1,1
Brooklyn,Williamsburg,40.70787,-73.94974,Entire home/apt,55,3,13,2019-07-02,1.83,1,0
Manhattan,Chelsea,40.74137,-73.9994,Private room,92,3,8,2019-06-09,0.69,1,125
Manhattan,Chinatown,40.7175,-73.99264,Private room,110,1,175,2019-06-24,3.34,2,43
Manhattan,East Village,40.72896,-73.9843,Private room,99,1,4,2015-10-24,0.08,1,0
Manhattan,East Harlem,40.79311,-73.93928,Entire home/apt,110,1,85,2019-05-06,1.9,1,304
Manhattan,West Village,40.73243,-74.00932,Entire home/apt,220,4,1,2017-01-02,0.03,1,0
Queens,Kew Gardens Hills,40.72292,-73.81635,Entire home/apt,90,1,19,2019-06-17,2.42,1,26
Brooklyn,Bedford-Stuyvesant,40.69898,-73.94705,Entire home/apt,85,3,34,2019-07-01,4.36,1,42
Manhattan,Chinatown,40.71611,-73.99828,Private room,110,30,59,2019-06-24,0.64,1,281
Manhattan,Financial District,40.7076,-74.0074,Entire home/apt,309,1,1,2019-05-19,0.59,8,314
Brooklyn,Bushwick,40.69758,-73.93493,Private room,50,2,93,2019-06-18,2.39,5,202
Queens,Ditmars Steinway,40.7754,-73.90787,Private room,115,1,2,2019-05-19,1.15,2,304
Queens,Astoria,40.76895,-73.92489,Private room,110,1,1,2018-01-01,0.05,1,0
Manhattan,Lower East Side,40.72163,-73.98715,Private room,100,2,165,2019-06-17,4.77,2,2
Manhattan,Midtown,40.75207,-73.97351,Entire home/apt,299,2,5,2019-05-05,0.15,3,0
Brooklyn,Crown Heights,40.6737,-73.95335,Entire home/apt,81,30,99,2019-01-06,1.67,3,318
Brooklyn,Prospect-Lefferts Gardens,40.65501,-73.95948,Entire home/apt,80,3,2,2019-06-10,0.32,3,0
Brooklyn,Bedford-Stuyvesant,40.68625,-73.93003,Private room,45,1,2,2015-08-28,0.04,1,0
Brooklyn,Brooklyn Heights,40.69464,-73.99885,Entire home/apt,175,10,8,2018-08-24,0.17,1,0
Manhattan,Hell's Kitchen,40.76294,-73.98574,Entire home/apt,199,30,1,2018-07-29,0.09,87,329
Brooklyn,Crown Heights,40.67538,-73.93379,Entire home/apt,165,3,2,2019-04-15,0.16,4,263
Manhattan,NoHo,40.72579,-73.99341,Entire home/apt,245,3,14,2019-05-14,0.3,1,198
Manhattan,East Village,40.72399,-73.98261,Entire home/apt,195,1,54,2019-07-01,6.45,1,181
Manhattan,Kips Bay,40.74086,-73.9803,Entire home/apt,67,1,1,2015-08-20,0.02,1,0
Queens,Astoria,40.76645,-73.91486,Private room,80,3,22,2018-10-25,1.28,1,188
Manhattan,East Harlem,40.7875,-73.94675,Private room,85,1,8,2017-10-16,0.34,1,0
Brooklyn,Bushwick,40.69166,-73.90314,Private room,49,14,5,2019-06-03,0.34,2,163
Manhattan,SoHo,40.72786,-74.005,Entire home/apt,175,5,20,2019-06-13,2.01,1,36
Queens,St. Albans,40.70828,-73.75276,Entire home/apt,120,3,59,2019-05-26,3.49,1,52
Manhattan,Financial District,40.70785,-74.00645,Shared room,150,1,1,2019-06-22,1.0,1,179
Brooklyn,Bushwick,40.69689,-73.92566,Entire home/apt,189,2,1,2019-06-30,1.0,1,24
Manhattan,Tribeca,40.72117,-74.00592,Entire home/apt,250,1,1,2015-12-24,0.02,1,0
Brooklyn,Prospect-Lefferts Gardens,40.65534,-73.95644,Entire home/apt,100,2,2,2018-01-02,0.11,1,95
Brooklyn,Park Slope,40.67629,-73.97654,Private room,115,3,200,2019-05-28,3.16,1,256
Brooklyn,Bedford-Stuyvesant,40.68562,-73.93836,Private room,44,2,96,2019-06-28,4.66,3,7
Brooklyn,Williamsburg,40.70061,-73.9552,Private room,65,2,164,2017-01-01,2.07,2,0
Manhattan,Chelsea,40.74336,-74.00278,Entire home/apt,200,6,45,2018-01-02,0.99,1,0
Manhattan,Hell's Kitchen,40.76019,-73.99299,Private room,105,3,4,2018-05-29,0.09,1,0
Manhattan,East Harlem,40.80109,-73.93887,Private room,150,1,207,2019-02-21,4.55,4,0
Brooklyn,Williamsburg,40.7207,-73.96217,Private room,380,1,1,2015-05-07,0.02,1,0
Queens,St. Albans,40.69544,-73.77663,Private room,50,1,81,2019-06-16,8.02,1,232
Brooklyn,Williamsburg,40.71233,-73.94806,Entire home/apt,200,1,6,2016-07-25,0.16,1,0
Manhattan,Financial District,40.70563,-74.00658,Entire home/apt,170,30,3,2017-04-22,0.1,96,312
Queens,Forest Hills,40.71741,-73.8333,Private room,58,2,78,2019-06-16,2.22,1,0
Queens,Springfield Gardens,40.66222,-73.76324,Private room,41,2,1,2019-06-29,1.0,6,365
Manhattan,Harlem,40.80226,-73.95211,Entire home/apt,113,2,3,2019-05-22,0.84,1,35
Queens,Rosedale,40.65417,-73.74158,Private room,45,1,37,2019-07-08,20.94,1,134
Brooklyn,Greenpoint,40.73262,-73.95209,Entire home/apt,100,1,2,2015-11-29,0.05,1,0
Manhattan,Hell's Kitchen,40.76237,-73.99202,Entire home/apt,160,30,1,2019-05-18,0.58,20,332
Queens,East Elmhurst,40.76161,-73.89026,Entire home/apt,169,4,19,2019-04-11,1.4,1,128
Manhattan,Hell's Kitchen,40.76792,-73.98453,Entire home/apt,279,1,12,2019-07-02,3.27,1,0
Queens,Sunnyside,40.7362,-73.91783,Private room,30,2,6,2018-06-23,0.42,1,0
Manhattan,Upper West Side,40.77773,-73.97764,Private room,200,1,1,2015-06-22,0.02,1,0
Manhattan,Harlem,40.82411,-73.94934,Private room,65,2,41,2019-06-16,0.43,2,59
Brooklyn,Bushwick,40.69608,-73.91973,Private room,45,2,1,2017-12-12,0.05,1,0
Manhattan,East Village,40.72691,-73.98423,Entire home/apt,149,2,1,2018-08-08,0.09,1,0
Manhattan,Lower East Side,40.72168,-73.99183,Private room,55,7,1,2015-12-12,0.02,1,0
Queens,Sunnyside,40.7359,-73.9187,Entire home/apt,260,1,15,2019-06-23,1.71,8,267
Queens,Long Island City,40.74248,-73.95674,Entire home/apt,150,2,3,2019-02-13,0.48,1,0
Manhattan,Harlem,40.80212,-73.95732,Private room,95,2,5,2019-06-21,1.9,2,90
Manhattan,Harlem,40.80549,-73.95595,Private room,67,2,36,2018-08-09,0.98,1,0
Brooklyn,Bedford-Stuyvesant,40.69502,-73.93984,Private room,60,2,47,2019-05-19,1.81,1,77
Manhattan,Midtown,40.75594,-73.96874,Entire home/apt,250,3,8,2019-06-16,0.19,1,1
Manhattan,Hell's Kitchen,40.76321,-73.99297,Entire home/apt,70,20,2,2018-05-18,0.06,7,341
Brooklyn,Downtown Brooklyn,40.69727,-73.98552,Entire home/apt,97,31,8,2019-05-23,0.59,2,138
Manhattan,Tribeca,40.71726,-74.01134,Entire home/apt,200,7,16,2017-09-19,0.34,1,0
Queens,Rosedale,40.66049,-73.73496,Private room,60,1,6,2019-06-23,0.58,3,167
Brooklyn,Bedford-Stuyvesant,40.6911,-73.93691,Private room,75,4,8,2019-03-01,0.32,3,0
Manhattan,Hell's Kitchen,40.7578,-73.99211,Private room,116,1,95,2019-07-04,6.42,6,280
Manhattan,Chelsea,40.74009,-73.99608,Entire home/apt,625,2,10,2018-12-27,0.59,1,0
Brooklyn,Williamsburg,40.71947,-73.96255,Private room,41,10,3,2018-08-17,0.1,1,0
Manhattan,Roosevelt Island,40.76206,-73.94904,Private room,45,3,1,2016-01-05,0.02,1,0
Brooklyn,Bedford-Stuyvesant,40.67854,-73.94883,Shared room,60,1,2,2018-07-15,0.17,1,342
Manhattan,Harlem,40.81157,-73.95335,Private room,60,1,57,2019-05-24,0.91,1,301
Brooklyn,Bedford-Stuyvesant,40.68769,-73.95333,Private room,65,2,3,2016-08-08,0.06,1,0
Brooklyn,Boerum Hill,40.68796,-73.98783,Entire home/apt,174,3,5,2017-11-05,0.23,1,0
Manhattan,Hell's Kitchen,40.76136,-73.99205,Private room,90,4,26,2019-07-01,4.29,1,278
Brooklyn,Bushwick,40.70677,-73.92043,Private room,65,3,91,2019-06-23,3.5,1,294
Manhattan,Greenwich Village,40.73108,-74.00114,Entire home/apt,500,1,7,2019-07-01,5.12,1,185
Brooklyn,Fort Greene,40.68766,-73.97837,Private room,100,1,1,2016-08-01,0.03,2,0
Manhattan,Two Bridges,40.71214,-73.99568,Private room,89,1,13,2019-06-10,5.2,4,153
Brooklyn,Williamsburg,40.71319,-73.95807,Entire home/apt,171,1,201,2019-07-01,4.87,1,293
Brooklyn,East New York,40.67562,-73.87763,Entire home/apt,89,3,11,2019-07-01,4.58,1,13
Manhattan,Harlem,40.82306,-73.94688,Private room,63,1,209,2019-06-13,4.12,3,274
Brooklyn,Crown Heights,40.66507,-73.95699,Private room,45,7,11,2018-06-24,0.4,1,0
Manhattan,Murray Hill,40.74388,-73.97193,Entire home/apt,184,29,1,2019-03-15,0.26,96,347
Brooklyn,Prospect Heights,40.67665,-73.97094,Entire home/apt,180,2,135,2019-06-16,2.62,1,151
Brooklyn,Bedford-Stuyvesant,40.68951,-73.95524,Private room,65,2,14,2018-05-26,0.27,2,0
Brooklyn,Bedford-Stuyvesant,40.6821,-73.91632,Private room,45,2,53,2019-07-01,0.83,1,365
Manhattan,West Village,40.73403,-74.00298,Entire home/apt,210,1,108,2019-07-02,1.35,1,305
Manhattan,Harlem,40.82579,-73.94907,Private room,65,2,2,2015-12-08,0.05,1,0
Brooklyn,Bushwick,40.70422,-73.92757,Private room,71,1,73,2019-06-21,2.61,3,364
